Competitor,Facilitator,tip,value,cor
0.19191919,0.77777778,1,0,0
0.19191919,0.78787879,1,3.4869981784662478e-06,0
0.19191919,0.7979798,1,0,0
0.19191919,0.80808081,1,3.736559400986787e-6,0
0.19191919,0.81818182,1,0,0
0.19191919,0.82828283,1,4.0430910548796465e-6,0
0.19191919,0.83838384,1,0,0
0.19191919,0.84848485,1,4.4184106218069355e-6,0
0.19191919,0.85858586,1,0,0
0.19191919,0.86868687,1,4.8766367638035925e-6,0
0.19191919,0.87878788,1,0,0
0.19191919,0.88888889,1,5.432763698555285e-6,0
0.19191919,0.8989899,1,0,0
0.19191919,0.90909091,1,6.097089703514296e-6,0
0.19191919,0.91919192,1,0,0
0.19191919,0.92929293,1,6.85687562904319e-6,0
0.19191919,0.93939394,1,0,0
0.19191919,0.94949495,1,7.616834412876706e-6,0
0.19191919,0.95959596,1,0,0
0.19191919,0.96969697,1,7.994793000229247e-6,0
0.19191919,0.97979798,1,0,0
0.19191919,0.98989899,1,6.536425328669687e-6,0
0.19191919,1,1,0,0
0.2020202,0,-1,0,0
0.2020202,0.01010101,-1,3.80790085483547e-5,0
0.2020202,0.02020202,1,0,0
0.2020202,0.03030303,1,5.7391756002435e-4,0
0.2020202,0.04040404,0,0.09810832503702312,0
0.2020202,0.05050505,0,1.6664714066436326,0
0.2020202,0.06060606,0,9.880810498470142,0
0.2020202,0.07070707,0,24.70217768163508,0
0.2020202,0.08080808,0,37.61582291645985,0
0.2020202,0.09090909,0,44.40938481345033,0
0.2020202,0.1010101,0,44.30987829547141,0
0.2020202,0.11111111,0,39.09812785974504,0
0.2020202,0.12121212,0,32.2312729768842,0
0.2020202,0.13131313,0,25.379439103367233,0
0.2020202,0.14141414,0,19.31381720043149,0
0.2020202,0.15151515,0,14.446273298850292,0
0.2020202,0.16161616,0,10.738017402642976,0
0.2020202,0.17171717,0,8.115651184929547,0
0.2020202,0.18181818,0,5.913338753424281,0
0.2020202,0.19191919,0,4.404072754543038,0
0.2020202,0.2020202,0,3.206003716822861,0
0.2020202,0.21212121,0,2.3237942282102892,0
0.2020202,0.22222222,0,1.66736807581852,0
0.2020202,0.23232323,0,1.2145426632493033,0
0.2020202,0.24242424,0,0.8644654681895351,0
0.2020202,0.25252525,0,0.6259285614965445,0
0.2020202,0.26262626,0,0.450914836915474,0
0.2020202,0.27272727,0,0.3402607831966308,0
0.2020202,0.28282828,0,0.25013476357453596,0
0.2020202,0.29292929,0,0.17393056542565205,0
0.2020202,0.3030303,0,0.13407895688440258,0
0.2020202,0.31313131,0,0.10200270100508067,0
0.2020202,0.32323232,0,0.09038138727757532,0
0.2020202,0.33333333,0,0.06294726096938302,0
0.2020202,0.34343434,0,0.0469554140603747,0
0.2020202,0.35353535,0,0.04115907001012355,0
0.2020202,0.36363636,0,0.02697002956416245,0
0.2020202,0.37373737,0,0.01856808182207669,0
0.2020202,0.38383838,0,0.0112781839853989,0
0.2020202,0.39393939,0,0.00592436541321762,0
0.2020202,0.4040404,0,0.00665373946318199,0
0.2020202,0.41414141,0,0.00832172355849713,0
0.2020202,0.42424242,0,0.00505512408993134,0
0.2020202,0.43434343,0,0.00319980721675176,0
0.2020202,0.44444444,0,4.5011729779533e-4,0
0.2020202,0.45454545,0,0,0
0.2020202,0.46464646,0,4.5779916185870336e-6,0
0.2020202,0.47474747,0,0,0
0.2020202,0.48484848,0,3.7610806518641927e-6,0
0.2020202,0.49494949,0,0,0
0.2020202,0.50505051,0,3.4631038279186406e-6,0
0.2020202,0.51515152,0,0,0
0.2020202,0.52525253,0,2.7297925346881735e-6,0
0.2020202,0.53535354,0,0,0
0.2020202,0.54545455,0,1.8109928656312009e-6,0
0.2020202,0.55555556,0,2.4894209120178564e-5,0
0.2020202,0.56565657,1,9.1624408029308e-4,0
0.2020202,0.57575758,1,4.006040993728e-4,0
0.2020202,0.58585859,1,4.0593611040987505e-6,0
0.2020202,0.5959596,1,0,0
0.2020202,0.60606061,1,2.4393089376865378e-6,0
0.2020202,0.61616162,1,0,0
0.2020202,0.62626263,1,2.417119192505769e-6,0
0.2020202,0.63636364,1,0,0
0.2020202,0.64646465,1,2.418407335441485e-6,0
0.2020202,0.65656566,1,0,0
0.2020202,0.66666667,1,2.429526938127603e-6,0
0.2020202,0.67676768,1,0,0
0.2020202,0.68686869,1,2.4547079622544253e-6,0
0.2020202,0.6969697,1,0,0
0.2020202,0.70707071,1,2.4968614824733347e-6,0
0.2020202,0.71717172,1,0,0
0.2020202,0.72727273,1,2.5582092602681186e-6,0
0.2020202,0.73737374,1,0,0
0.2020202,0.74747475,1,2.6409680351238417e-6,0
0.2020202,0.75757576,1,0,0
0.2020202,0.76767677,1,2.7476998478212717e-6,0
0.2020202,0.77777778,1,0,0
0.2020202,0.78787879,1,2.8814878497653977e-6,0
0.2020202,0.7979798,1,0,0
0.2020202,0.80808081,1,3.0459862861028465e-6,0
0.2020202,0.81818182,1,0,0
0.2020202,0.82828283,1,3.2452787164631377e-6,0
0.2020202,0.83838384,1,0,0
0.2020202,0.84848485,1,3.4833073166324325e-6,0
0.2020202,0.85858586,1,0,0
0.2020202,0.86868687,1,3.7622542866517617e-6,0
0.2020202,0.87878788,1,0,0
0.2020202,0.88888889,1,4.0782768909937e-6,0
0.2020202,0.8989899,1,0,0
0.2020202,0.90909091,1,4.410274964252343e-6,0
0.2020202,0.91919192,1,0,0
0.2020202,0.92929293,1,4.689157615990537e-6,0
0.2020202,0.93939394,1,0,0
0.2020202,0.94949495,1,4.707721719638363e-6,0
0.2020202,0.95959596,1,0,0
0.2020202,0.96969697,1,3.828020361849307e-6,0
0.2020202,0.97979798,1,0,0
0.2020202,0.98989899,1,0,0
0.2020202,1,1,5.302477952109119e-6,0
0.21212121,0,-1,2.7630979755462204e-6,0
0.21212121,0.01010101,-1,1.24417278158614e-5,0
0.21212121,0.02020202,1,0,0
0.21212121,0.03030303,1,3.17036802442e-4,0
0.21212121,0.04040404,0,0.06556838385084468,0
0.21212121,0.05050505,0,1.494719759140469,0
0.21212121,0.06060606,0,10.043488704198836,0
0.21212121,0.07070707,0,27.62123611849848,0
0.21212121,0.08080808,0,45.19039593086059,0
0.21212121,0.09090909,0,55.27420647855357,0
0.21212121,0.1010101,0,56.354739359195115,0
0.21212121,0.11111111,0,51.0246046882388,0
0.21212121,0.12121212,0,42.5743480632844,0
0.21212121,0.13131313,0,34.112400581818285,0
0.21212121,0.14141414,0,26.23645423779678,0
0.21212121,0.15151515,0,19.563917599976964,0
0.21212121,0.16161616,0,14.377726364617342,0
0.21212121,0.17171717,0,10.752274719668236,0
0.21212121,0.18181818,0,7.95916248343007,0
0.21212121,0.19191919,0,5.82861621738185,0
0.21212121,0.2020202,0,4.3972205052324,0
0.21212121,0.21212121,0,3.139169677163129,0
0.21212121,0.22222222,0,2.258879613596995,0
0.21212121,0.23232323,0,1.6765074256578654,0
0.21212121,0.24242424,0,1.1830988311137134,0
0.21212121,0.25252525,0,0.8493348520916805,0
0.21212121,0.26262626,0,0.6109158383092146,0
0.21212121,0.27272727,0,0.4461012470648007,0
0.21212121,0.28282828,0,0.3317845552040795,0
0.21212121,0.29292929,0,0.23062747207904735,0
0.21212121,0.3030303,0,0.1717562743866074,0
0.21212121,0.31313131,0,0.1307234566710633,0
0.21212121,0.32323232,0,0.09678340931679306,0
0.21212121,0.33333333,0,0.08494468083585209,0
0.21212121,0.34343434,0,0.05420474005632986,0
0.21212121,0.35353535,0,0.04379894498928228,0
0.21212121,0.36363636,0,0.0398153852302472,0
0.21212121,0.37373737,0,0.02491938356733498,0
0.21212121,0.38383838,0,0.01683240262455075,0
0.21212121,0.39393939,0,0.00882474244503209,0
0.21212121,0.4040404,0,0.00570418010879087,0
0.21212121,0.41414141,0,0.00701295378660363,0
0.21212121,0.42424242,0,0.00731907918584628,0
0.21212121,0.43434343,0,0.00486150106148873,0
0.21212121,0.44444444,0,5.8924744538498e-4,0
0.21212121,0.45454545,0,0,0
0.21212121,0.46464646,0,4.777389212231353e-6,0
0.21212121,0.47474747,0,0,0
0.21212121,0.48484848,0,3.729504838888863e-6,0
0.21212121,0.49494949,0,0,0
0.21212121,0.50505051,0,3.107155799836177e-6,0
0.21212121,0.51515152,0,0,0
0.21212121,0.52525253,0,3.050948242709912e-6,0
0.21212121,0.53535354,0,0,0
0.21212121,0.54545455,0,6.775390612874871e-6,0
0.21212121,0.55555556,1,3.4437883190665e-4,0
0.21212121,0.56565657,1,9.9575710834206e-4,0
0.21212121,0.57575758,1,4.7770238941202577e-5,0
0.21212121,0.58585859,1,1.6223278716989338e-6,0
0.21212121,0.5959596,1,0,0
0.21212121,0.60606061,1,2.6129309886126557e-6,0
0.21212121,0.61616162,1,0,0
0.21212121,0.62626263,1,2.823558001186619e-6,0
0.21212121,0.63636364,1,0,0
0.21212121,0.64646465,1,2.9199629547707797e-6,0
0.21212121,0.65656566,1,0,0
0.21212121,0.66666667,1,3.0020318033148914e-6,0
0.21212121,0.67676768,1,0,0
0.21212121,0.68686869,1,3.0952798367657724e-6,0
0.21212121,0.6969697,1,0,0
0.21212121,0.70707071,1,3.210115451655164e-6,0
0.21212121,0.71717172,1,0,0
0.21212121,0.72727273,1,3.353236149045571e-6,0
0.21212121,0.73737374,1,0,0
0.21212121,0.74747475,1,3.5308689162076957e-6,0
0.21212121,0.75757576,1,0,0
0.21212121,0.76767677,1,3.750102043630574e-6,0
0.21212121,0.77777778,1,0,0
0.21212121,0.78787879,1,4.019732979791316e-6,0
0.21212121,0.7979798,1,0,0
0.21212121,0.80808081,1,4.351065080487042e-6,0
0.21212121,0.81818182,1,0,0
0.21212121,0.82828283,1,4.7588232151323244e-6,0
0.21212121,0.83838384,1,0,0
0.21212121,0.84848485,1,5.262244691287556e-6,0
0.21212121,0.85858586,1,0,0
0.21212121,0.86868687,1,5.8862327115758505e-6,0
0.21212121,0.87878788,1,0,0
0.21212121,0.88888889,1,6.661960431509931e-6,0
0.21212121,0.8989899,1,0,0
0.21212121,0.90909091,1,7.624681321880912e-6,0
0.21212121,0.91919192,1,0,0
0.21212121,0.92929293,1,8.800939916484117e-6,0
0.21212121,0.93939394,1,0,0
0.21212121,0.94949495,1,1.0157089666771916e-5,0
0.21212121,0.95959596,1,0,0
0.21212121,0.96969697,1,1.1399008282802098e-5,0
0.21212121,0.97979798,1,0,0
0.21212121,0.98989899,1,1.1131163602303045e-5,0
0.21212121,1,1,0,0
0.22222222,0,-1,6.719320113280433e-5,0
0.22222222,0.01010101,-1,0,0
0.22222222,0.02020202,1,7.389396172735015e-5,0
0.22222222,0.03030303,1,4.365944555740948e-6,0
0.22222222,0.04040404,0,0.04146920508902246,0
0.22222222,0.05050505,0,1.2416177797507817,0
0.22222222,0.06060606,0,9.547285543475432,0
0.22222222,0.07070707,0,29.348521574558156,0
0.22222222,0.08080808,0,51.53382269185768,0
0.22222222,0.09090909,0,65.25238277072211,0
0.22222222,0.1010101,0,66.46646191798418,0
0.22222222,0.11111111,0,60.56130432710016,0
0.22222222,0.12121212,0,51.87199958632334,0
0.22222222,0.13131313,0,42.7786109411229,0
0.22222222,0.14141414,0,33.70426090558277,0
0.22222222,0.15151515,0,25.766426433822293,0
0.22222222,0.16161616,0,18.844398312724692,0
0.22222222,0.17171717,0,13.72050889033214,0
0.22222222,0.18181818,0,10.217460391518433,0
0.22222222,0.19191919,0,7.471648456575504,0
0.22222222,0.2020202,0,5.566407752988829,0
0.22222222,0.21212121,0,4.107954913130218,0
0.22222222,0.22222222,0,2.9261067111871335,0
0.22222222,0.23232323,0,2.155466781557037,0
0.22222222,0.24242424,0,1.5843693652350503,0
0.22222222,0.25252525,0,1.1243680230839614,0
0.22222222,0.26262626,0,0.7834444538599219,0
0.22222222,0.27272727,0,0.5656883653712468,0
0.22222222,0.28282828,0,0.4183835279048173,0
0.22222222,0.29292929,0,0.31053519211236535,0
0.22222222,0.3030303,0,0.20767090893695492,0
0.22222222,0.31313131,0,0.16068674904498553,0
0.22222222,0.32323232,0,0.11429333813521889,0
0.22222222,0.33333333,0,0.1028623943078882,0
0.22222222,0.34343434,0,0.06931861765839124,0
0.22222222,0.35353535,0,0.04790800536378942,0
0.22222222,0.36363636,0,0.0439394208184326,0
0.22222222,0.37373737,0,0.02961350051191442,0
0.22222222,0.38383838,0,0.02408015875853209,0
0.22222222,0.39393939,0,0.00909317991002386,0
0.22222222,0.4040404,0,0.00612564841361542,0
0.22222222,0.41414141,0,0.0070044465914157,0
0.22222222,0.42424242,0,0.00886324200631493,0
0.22222222,0.43434343,0,0.00630095292090854,0
0.22222222,0.44444444,0,5.0582239602225e-4,0
0.22222222,0.45454545,0,0,0
0.22222222,0.46464646,0,9.915157626612311e-6,0
0.22222222,0.47474747,0,0,0
0.22222222,0.48484848,0,8.559384104376613e-6,0
0.22222222,0.49494949,0,0,0
0.22222222,0.50505051,0,8.213093127408831e-6,0
0.22222222,0.51515152,0,0,0
0.22222222,0.52525253,0,7.348661538285484e-6,0
0.22222222,0.53535354,0,7.146546110488156e-6,0
0.22222222,0.54545455,1,4.6125052604683e-4,0
0.22222222,0.55555556,1,9.7749743513699e-4,0
0.22222222,0.56565657,1,1.734301537674e-4,0
0.22222222,0.57575758,1,0,0
0.22222222,0.58585859,1,7.299988828341565e-6,0
0.22222222,0.5959596,1,0,0
0.22222222,0.60606061,1,7.077943701356834e-6,0
0.22222222,0.61616162,1,0,0
0.22222222,0.62626263,1,7.026771514714253e-6,0
0.22222222,0.63636364,1,0,0
0.22222222,0.64646465,1,7.075152456128175e-6,0
0.22222222,0.65656566,1,0,0
0.22222222,0.66666667,1,7.198879349056808e-6,0
0.22222222,0.67676768,1,0,0
0.22222222,0.68686869,1,7.39411804853061e-6,0
0.22222222,0.6969697,1,0,0
0.22222222,0.70707071,1,7.664675733699791e-6,0
0.22222222,0.71717172,1,0,0
0.22222222,0.72727273,1,8.019180907701812e-6,0
0.22222222,0.73737374,1,0,0
0.22222222,0.74747475,1,8.470840731988858e-6,0
0.22222222,0.75757576,1,0,0
0.22222222,0.76767677,1,9.038269340488662e-6,0
0.22222222,0.77777778,1,0,0
0.22222222,0.78787879,1,9.747142382434908e-6,0
0.22222222,0.7979798,1,0,0
0.22222222,0.80808081,1,1.0632853744407483e-5,0
0.22222222,0.81818182,1,0,0
0.22222222,0.82828283,1,1.1744646618970788e-5,0
0.22222222,0.83838384,1,0,0
0.22222222,0.84848485,1,1.3152084303928127e-5,0
0.22222222,0.85858586,1,0,0
0.22222222,0.86868687,1,1.495538491045571e-5,0
0.22222222,0.87878788,1,0,0
0.22222222,0.88888889,1,1.730232095414353e-5,0
0.22222222,0.8989899,1,0,0
0.22222222,0.90909091,1,2.0416491116379995e-5,0
0.22222222,0.91919192,1,0,0
0.22222222,0.92929293,1,2.464526808840722e-5,0
0.22222222,0.93939394,1,0,0
0.22222222,0.94949495,1,3.053953669555098e-5,0
0.22222222,0.95959596,1,0,0
0.22222222,0.96969697,1,3.8967064302857453e-5,0
0.22222222,0.97979798,1,0,0
0.22222222,0.98989899,1,5.112490116976071e-5,0
0.22222222,1,1,0,0
0.23232323,0,-1,1.0967276120368e-4,0
0.23232323,0.01010101,-1,0,0
0.23232323,0.02020202,1,1.5216428422005e-4,0
0.23232323,0.03030303,1,0,0
0.23232323,0.04040404,0,0.02518739422666021,0
0.23232323,0.05050505,0,0.943741654673768,0
0.23232323,0.06060606,0,8.589441351914578,0
0.23232323,0.07070707,0,29.489592848938724,0
0.23232323,0.08080808,0,55.30287172673594,0
0.23232323,0.09090909,0,73.01230865972731,0
0.23232323,0.1010101,0,77.19722458527187,0
0.23232323,0.11111111,0,73.19566835680766,0
0.23232323,0.12121212,0,62.84539082936102,0
0.23232323,0.13131313,0,51.138902514065265,0
0.23232323,0.14141414,0,40.68843343801596,0
0.23232323,0.15151515,0,31.494972859741637,0
0.23232323,0.16161616,0,23.863229609659555,0
0.23232323,0.17171717,0,17.484620508373105,0
0.23232323,0.18181818,0,12.691466601694504,0
0.23232323,0.19191919,0,9.391025256884513,0
0.23232323,0.2020202,0,6.829468681236552,0
0.23232323,0.21212121,0,5.120229712501238,0
0.23232323,0.22222222,0,3.753900466068674,0
0.23232323,0.23232323,0,2.643211076256048,0
0.23232323,0.24242424,0,1.956491353025928,0
0.23232323,0.25252525,0,1.4301770729707872,0
0.23232323,0.26262626,0,0.9916368934757688,0
0.23232323,0.27272727,0,0.6978289862075968,0
0.23232323,0.28282828,0,0.5042498875172825,0
0.23232323,0.29292929,0,0.36851464641134785,0
0.23232323,0.3030303,0,0.2657989592406761,0
0.23232323,0.31313131,0,0.17918359151636362,0
0.23232323,0.32323232,0,0.1345796189240058,0
0.23232323,0.33333333,0,0.10859162951804434,0
0.23232323,0.34343434,0,0.08772797347669467,0
0.23232323,0.35353535,0,0.05802450704153018,0
0.23232323,0.36363636,0,0.0450559168326245,0
0.23232323,0.37373737,0,0.03482427412665419,0
0.23232323,0.38383838,0,0.02714835402180513,0
0.23232323,0.39393939,0,0.01054128310897304,0
0.23232323,0.4040404,0,0.00573353751301827,0
0.23232323,0.41414141,0,0.00735785310876843,0
0.23232323,0.42424242,0,0.00969047918956898,0
0.23232323,0.43434343,0,0.0055569246748026,0
0.23232323,0.44444444,0,3.3954852529069e-4,0
0.23232323,0.45454545,0,0,0
0.23232323,0.46464646,0,1.057457364922844e-5,0
0.23232323,0.47474747,0,0,0
0.23232323,0.48484848,0,9.335314855739804e-6,0
0.23232323,0.49494949,0,0,0
0.23232323,0.50505051,0,8.770772095165313e-6,0
0.23232323,0.51515152,0,0,0
0.23232323,0.52525253,0,2.0802606570688007e-5,0
0.23232323,0.53535354,1,5.7779146463904e-4,0
0.23232323,0.54545455,1,0.00110804136773376,0
0.23232323,0.55555556,1,2.0648991845286e-4,0
0.23232323,0.56565657,1,7.950953005268962e-6,0
0.23232323,0.57575758,1,0,0
0.23232323,0.58585859,1,8.397135447458324e-6,0
0.23232323,0.5959596,1,0,0
0.23232323,0.60606061,1,8.511690478822917e-6,0
0.23232323,0.61616162,1,0,0
0.23232323,0.62626263,1,8.645061367252972e-6,0
0.23232323,0.63636364,1,0,0
0.23232323,0.64646465,1,8.825533370991961e-6,0
0.23232323,0.65656566,1,0,0
0.23232323,0.66666667,1,9.071391168489064e-6,0
0.23232323,0.67676768,1,0,0
0.23232323,0.68686869,1,9.395394690160416e-6,0
0.23232323,0.6969697,1,0,0
0.23232323,0.70707071,1,9.810831886012737e-6,0
0.23232323,0.71717172,1,0,0
0.23232323,0.72727273,1,1.0334025980906868e-05,0
0.23232323,0.73737374,1,0,0
0.23232323,0.74747475,1,1.0986191178495231e-5,0
0.23232323,0.75757576,1,0,0
0.23232323,0.76767677,1,1.1795539896054707e-5,0
0.23232323,0.77777778,1,0,0
0.23232323,0.78787879,1,1.2800164811859438e-5,0
0.23232323,0.7979798,1,0,0
0.23232323,0.80808081,1,1.4052279650802192e-5,0
0.23232323,0.81818182,1,0,0
0.23232323,0.82828283,1,1.5624706976952835e-5,0
0.23232323,0.83838384,1,0,0
0.23232323,0.84848485,1,1.7621121321316057e-5,0
0.23232323,0.85858586,1,0,0
0.23232323,0.86868687,1,2.019274320821683e-5,0
0.23232323,0.87878788,1,0,0
0.23232323,0.88888889,1,2.356650445486336e-5,0
0.23232323,0.8989899,1,0,0
0.23232323,0.90909091,1,2.8094406251941473e-5,0
0.23232323,0.91919192,1,0,0
0.23232323,0.92929293,1,3.4343585673743545e-5,0
0.23232323,0.93939394,1,0,0
0.23232323,0.94949495,1,4.3267087093029976e-5,0
0.23232323,0.95959596,1,0,0
0.23232323,0.96969697,1,5.653392856916966e-5,0
0.23232323,0.97979798,1,0,0
0.23232323,0.98989899,1,7.711983151976017e-5,0
0.23232323,1,1,0,0
0.24242424,0,-1,1.5974258013322e-4,0
0.24242424,0.01010101,-1,0,0
0.24242424,0.02020202,1,2.467867253232e-4,0
0.24242424,0.03030303,1,0,0
0.24242424,0.04040404,0,0.01204127651938131,0
0.24242424,0.05050505,0,0.6541108132975616,0
0.24242424,0.06060606,0,7.207440167176134,0
0.24242424,0.07070707,0,28.16110861482718,0
0.24242424,0.08080808,0,56.795911045974975,0
0.24242424,0.09090909,0,78.25842105984917,0
0.24242424,0.1010101,0,85.45047146869463,0
0.24242424,0.11111111,0,82.82252560997452,0
0.24242424,0.12121212,0,72.64920712991606,0
0.24242424,0.13131313,0,60.556547285553464,0
0.24242424,0.14141414,0,47.90743780845544,0
0.24242424,0.15151515,0,37.17687949342809,0
0.24242424,0.16161616,0,28.49463155921198,0
0.24242424,0.17171717,0,21.484727497528468,0
0.24242424,0.18181818,0,15.355814349457008,0
0.24242424,0.19191919,0,11.228651616954584,0
0.24242424,0.2020202,0,8.262592436454417,0
0.24242424,0.21212121,0,6.046509423186627,0
0.24242424,0.22222222,0,4.481310343937052,0
0.24242424,0.23232323,0,3.227510329673194,0
0.24242424,0.24242424,0,2.301189659526804,0
0.24242424,0.25252525,0,1.7186775210914844,0
0.24242424,0.26262626,0,1.1971769048520648,0
0.24242424,0.27272727,0,0.8374069272393154,0
0.24242424,0.28282828,0,0.5999212712772297,0
0.24242424,0.29292929,0,0.4243121839490358,0
0.24242424,0.3030303,0,0.31016683412407137,0
0.24242424,0.31313131,0,0.2101539257014713,0
0.24242424,0.32323232,0,0.14944747478085085,0
0.24242424,0.33333333,0,0.1141981224537331,0
0.24242424,0.34343434,0,0.09989208735217664,0
0.24242424,0.35353535,0,0.06923588769892176,0
0.24242424,0.36363636,0,0.04699998184795101,0
0.24242424,0.37373737,0,0.04029707467660524,0
0.24242424,0.38383838,0,0.02639954505897031,0
0.24242424,0.39393939,0,0.01189385648262453,0
0.24242424,0.4040404,0,0.00623368022210732,0
0.24242424,0.41414141,0,0.00726034499653702,0
0.24242424,0.42424242,0,0.00952462806469701,0
0.24242424,0.43434343,0,0.00477333607813456,0
0.24242424,0.44444444,0,5.025648977223514e-5,0
0.24242424,0.45454545,0,0,0
0.24242424,0.46464646,0,1.999803051336516e-5,0
0.24242424,0.47474747,0,0,0
0.24242424,0.48484848,0,1.8185974679328983e-5,0
0.24242424,0.49494949,0,0,0
0.24242424,0.50505051,0,1.7113932822919837e-5,0
0.24242424,0.51515152,0,0,0
0.24242424,0.52525253,1,4.9664194322442e-4,0
0.24242424,0.53535354,1,0.00105165496984506,0
0.24242424,0.54545455,1,1.4573059874259e-4,0
0.24242424,0.55555556,1,0,0
0.24242424,0.56565657,1,1.64528447632122e-5,0
0.24242424,0.57575758,1,0,0
0.24242424,0.58585859,1,1.515032662794962e-5,0
0.24242424,0.5959596,1,0,0
0.24242424,0.60606061,1,1.4944626889105924e-5,0
0.24242424,0.61616162,1,0,0
0.24242424,0.62626263,1,1.4903325772809132e-5,0
0.24242424,0.63636364,1,0,0
0.24242424,0.64646465,1,1.5002671952698315e-5,0
0.24242424,0.65656566,1,0,0
0.24242424,0.66666667,1,1.5235897839320796e-5,0
0.24242424,0.67676768,1,0,0
0.24242424,0.68686869,1,1.5607254112445317e-5,0
0.24242424,0.6969697,1,0,0
0.24242424,0.70707071,1,1.612827694238907e-5,0
0.24242424,0.71717172,1,0,0
0.24242424,0.72727273,1,1.681747558978145e-5,0
0.24242424,0.73737374,1,0,0
0.24242424,0.74747475,1,1.7701448869581684e-5,0
0.24242424,0.75757576,1,0,0
0.24242424,0.76767677,1,1.881710912686358e-5,0
0.24242424,0.77777778,1,0,0
0.24242424,0.78787879,1,2.0215238733722338e-5,0
0.24242424,0.7979798,1,0,0
0.24242424,0.80808081,1,2.1965987965078803e-5,0
0.24242424,0.81818182,1,0,0
0.24242424,0.82828283,1,2.4167434853902508e-5,0
0.24242424,0.83838384,1,0,0
0.24242424,0.84848485,1,2.6959212452828026e-5,0
0.24242424,0.85858586,1,0,0
0.24242424,0.86868687,1,3.0544878354130116e-5,0
0.24242424,0.87878788,1,0,0
0.24242424,0.88888889,1,3.523004048642747e-5,0
0.24242424,0.8989899,1,0,0
0.24242424,0.90909091,1,4.1490300525552486e-5,0
0.24242424,0.91919192,1,0,0
0.24242424,0.92929293,1,5.009884153913765e-5,0
0.24242424,0.93939394,1,0,0
0.24242424,0.94949495,1,6.238095361213301e-5,0
0.24242424,0.95959596,1,0,0
0.24242424,0.96969697,1,8.075658943792243e-5,0
0.24242424,0.97979798,1,0,0
0.24242424,0.98989899,1,1.0996532660653e-4,0
0.24242424,1,1,0,0
0.25252525,0,-1,1.8392756130507e-4,0
0.25252525,0.01010101,-1,0,0
0.25252525,0.02020202,1,3.0351381380153e-4,0
0.25252525,0.03030303,1,0,0
0.25252525,0.04040404,0,0.00647124402067177,0
0.25252525,0.05050505,0,0.41160895503837186,0
0.25252525,0.06060606,0,5.5789909413932905,0
0.25252525,0.07070707,0,25.34928576947306,0
0.25252525,0.08080808,0,55.513732701815655,0
0.25252525,0.09090909,0,80.50873379346773,0
0.25252525,0.1010101,0,91.8824102571986,0
0.25252525,0.11111111,0,90.1951039446187,0
0.25252525,0.12121212,0,78.60117613714036,0
0.25252525,0.13131313,0,67.76559117504183,0
0.25252525,0.14141414,0,54.72118037711969,0
0.25252525,0.15151515,0,42.53559943429136,0
0.25252525,0.16161616,0,32.54526558319237,0
0.25252525,0.17171717,0,24.68814201596114,0
0.25252525,0.18181818,0,18.37648970252562,0
0.25252525,0.19191919,0,13.120355090948946,0
0.25252525,0.2020202,0,9.575061456959972,0
0.25252525,0.21212121,0,7.0404317955791536,0
0.25252525,0.22222222,0,5.1941258644148,0
0.25252525,0.23232323,0,3.771475614065801,0
0.25252525,0.24242424,0,2.6735227600276232,0
0.25252525,0.25252525,0,1.9866824399513856,0
0.25252525,0.26262626,0,1.3806550323890194,0
0.25252525,0.27272727,0,0.9689424603753812,0
0.25252525,0.28282828,0,0.6836881265511726,0
0.25252525,0.29292929,0,0.4862847610205849,0
0.25252525,0.3030303,0,0.3321312528456594,0
0.25252525,0.31313131,0,0.2440546964599928,0
0.25252525,0.32323232,0,0.1568194765896512,0
0.25252525,0.33333333,0,0.11948742308638352,0
0.25252525,0.34343434,0,0.10621950238446488,0
0.25252525,0.35353535,0,0.07505310928348467,0
0.25252525,0.36363636,0,0.04761920533374332,0
0.25252525,0.37373737,0,0.04118769368057616,0
0.25252525,0.38383838,0,0.02511206409472925,0
0.25252525,0.39393939,0,0.01401964245994708,0
0.25252525,0.4040404,0,0.00593500992501958,0
0.25252525,0.41414141,0,0.00963655825638823,0
0.25252525,0.42424242,0,0.00832846829663341,0
0.25252525,0.43434343,0,0.00319083817454457,0
0.25252525,0.44444444,0,4.1997575714403706e-5,0
0.25252525,0.45454545,0,0,0
0.25252525,0.46464646,0,2.372161915943857e-5,0
0.25252525,0.47474747,0,0,0
0.25252525,0.48484848,0,2.0752978214470253e-5,0
0.25252525,0.49494949,0,0,0
0.25252525,0.50505051,0,2.163554270441332e-5,0
0.25252525,0.51515152,1,1.9288754556534e-4,0
0.25252525,0.52525253,1,0.00108497053566968,0
0.25252525,0.53535354,1,1.1329593138796e-4,0
0.25252525,0.54545455,1,1.5178483598161297e-5,0
0.25252525,0.55555556,1,0,0
0.25252525,0.56565657,1,1.6709522899929352e-5,0
0.25252525,0.57575758,1,0,0
0.25252525,0.58585859,1,1.7035177993706263e-5,0
0.25252525,0.5959596,1,0,0
0.25252525,0.60606061,1,1.6909606022046433e-5,0
0.25252525,0.61616162,1,0,0
0.25252525,0.62626263,1,1.6903453657795666e-5,0
0.25252525,0.63636364,1,0,0
0.25252525,0.64646465,1,1.702735621376188e-5,0
0.25252525,0.65656566,1,0,0
0.25252525,0.66666667,1,1.729151480024751e-5,0
0.25252525,0.67676768,1,0,0
0.25252525,0.68686869,1,1.7707096560221324e-5,0
0.25252525,0.6969697,1,0,0
