Facilitator,Competitor,value,tip,sigma,cor
0.72727273,0.47474747,0,1,0.05,-0.8
0.72727273,0.48484848,9.191142606982849e-9,1,0.05,-0.8
0.72727273,0.49494949,0,1,0.05,-0.8
0.72727273,0.50505051,8.902638737784407e-9,1,0.05,-0.8
0.72727273,0.51515152,0,1,0.05,-0.8
0.72727273,0.52525253,9.144679869648918e-9,1,0.05,-0.8
0.72727273,0.53535354,0,1,0.05,-0.8
0.72727273,0.54545455,9.211244813475685e-9,1,0.05,-0.8
0.72727273,0.55555556,0,1,0.05,-0.8
0.72727273,0.56565657,9.226887511193384e-9,1,0.05,-0.8
0.72727273,0.57575758,0,1,0.05,-0.8
0.72727273,0.58585859,9.24166978713975e-9,1,0.05,-0.8
0.72727273,0.5959596,0,1,0.05,-0.8
0.72727273,0.60606061,9.280464783616509e-9,1,0.05,-0.8
0.72727273,0.61616162,0,1,0.05,-0.8
0.72727273,0.62626263,9.357685915833968e-9,1,0.05,-0.8
0.72727273,0.63636364,0,1,0.05,-0.8
0.72727273,0.64646465,9.483193116843758e-9,1,0.05,-0.8
0.72727273,0.65656566,0,1,0.05,-0.8
0.72727273,0.66666667,9.665121113556878e-9,1,0.05,-0.8
0.72727273,0.67676768,0,1,0.05,-0.8
0.72727273,0.68686869,9.911426921052624e-9,1,0.05,-0.8
0.72727273,0.6969697,0,1,0.05,-0.8
0.72727273,0.70707071,1.0230908069765177e-8,1,0.05,-0.8
0.72727273,0.71717172,0,1,0.05,-0.8
0.72727273,0.72727273,1.063398147175404e-8,1,0.05,-0.8
0.72727273,0.73737374,0,1,0.05,-0.8
0.72727273,0.74747475,1.1133436161801964e-8,1,0.05,-0.8
0.72727273,0.75757576,0,1,0.05,-0.8
0.72727273,0.76767677,1.1745184157668788e-8,1,0.05,-0.8
0.72727273,0.77777778,0,1,0.05,-0.8
0.72727273,0.78787879,1.2489163376442486e-8,1,0.05,-0.8
0.72727273,0.7979798,0,1,0.05,-0.8
0.72727273,0.80808081,1.3390268025202657e-8,1,0.05,-0.8
0.72727273,0.81818182,0,1,0.05,-0.8
0.72727273,0.82828283,1.4479296105485152e-8,1,0.05,-0.8
0.72727273,0.83838384,0,1,0.05,-0.8
0.72727273,0.84848485,1.579337802897242e-8,1,0.05,-0.8
0.72727273,0.85858586,0,1,0.05,-0.8
0.72727273,0.86868687,1.7374699443936663e-8,1,0.05,-0.8
0.72727273,0.87878788,0,1,0.05,-0.8
0.72727273,0.88888889,1.926399822549385e-8,1,0.05,-0.8
0.72727273,0.8989899,0,1,0.05,-0.8
0.72727273,0.90909091,2.1478932625591547e-8,1,0.05,-0.8
0.72727273,0.91919192,0,1,0.05,-0.8
0.72727273,0.92929293,2.3947827544806762e-8,1,0.05,-0.8
0.72727273,0.93939394,0,1,0.05,-0.8
0.72727273,0.94949495,2.6303178897296552e-8,1,0.05,-0.8
0.72727273,0.95959596,0,1,0.05,-0.8
0.72727273,0.96969697,2.71866845765089e-8,1,0.05,-0.8
0.72727273,0.97979798,0,1,0.05,-0.8
0.72727273,0.98989899,2.1567476013305313e-8,1,0.05,-0.8
0.72727273,1,0,1,0.05,-0.8
0.73737374,0,4.631564966213004e-7,-1,0.05,-0.8
0.73737374,0.01010101,0,1,0.05,-0.8
0.73737374,0.02020202,8.988147310632456e-7,1,0.05,-0.8
0.73737374,0.03030303,0,1,0.05,-0.8
0.73737374,0.04040404,2.558332734504343e-6,1,0.05,-0.8
0.73737374,0.05050505,0,1,0.05,-0.8
0.73737374,0.06060606,1.4434067745693e-4,1,0.05,-0.8
0.73737374,0.07070707,0.00144252435356724,1,0.05,-0.8
0.73737374,0.08080808,4.6739276473326e-4,1,0.05,-0.8
0.73737374,0.09090909,5.8801634892321355e-5,1,0.05,-0.8
0.73737374,0.1010101,4.5212638456314e-4,1,0.05,-0.8
0.73737374,0.11111111,0.00131311115072766,1,0.05,-0.8
0.73737374,0.12121212,0.0013258861280973,1,0.05,-0.8
0.73737374,0.13131313,1.2747279660334e-4,1,0.05,-0.8
0.73737374,0.14141414,3.0314992548125047e-6,1,0.05,-0.8
0.73737374,0.15151515,0,1,0.05,-0.8
0.73737374,0.16161616,0,1,0.05,-0.8
0.73737374,0.17171717,6.27795919143311e-7,1,0.05,-0.8
0.73737374,0.18181818,2.015020637012415e-6,1,0.05,-0.8
0.73737374,0.19191919,0,1,0.05,-0.8
0.73737374,0.2020202,5.9171718428968215e-6,1,0.05,-0.8
0.73737374,0.21212121,2.6607382021701804e-6,1,0.05,-0.8
0.73737374,0.22222222,2.4339555651795138e-6,1,0.05,-0.8
0.73737374,0.23232323,2.187025938148634e-6,1,0.05,-0.8
0.73737374,0.24242424,0,1,0.05,-0.8
0.73737374,0.25252525,0,1,0.05,-0.8
0.73737374,0.26262626,0,1,0.05,-0.8
0.73737374,0.27272727,2.6039099526489978e-6,1,0.05,-0.8
0.73737374,0.28282828,3.728261186936984e-6,1,0.05,-0.8
0.73737374,0.29292929,0,1,0.05,-0.8
0.73737374,0.3030303,0,1,0.05,-0.8
0.73737374,0.31313131,0,1,0.05,-0.8
0.73737374,0.32323232,0,1,0.05,-0.8
0.73737374,0.33333333,4.800964024793461e-6,1,0.05,-0.8
0.73737374,0.34343434,2.832454008181786e-6,1,0.05,-0.8
0.73737374,0.35353535,6.144947216430941e-7,1,0.05,-0.8
0.73737374,0.36363636,0,1,0.05,-0.8
0.73737374,0.37373737,2.0468023288864547e-6,1,0.05,-0.8
0.73737374,0.38383838,0,1,0.05,-0.8
0.73737374,0.39393939,0,1,0.05,-0.8
0.73737374,0.4040404,3.805184196556615e-7,1,0.05,-0.8
0.73737374,0.41414141,1.034861462795582e-6,1,0.05,-0.8
0.73737374,0.42424242,0,1,0.05,-0.8
0.73737374,0.43434343,0,1,0.05,-0.8
0.73737374,0.44444444,2.8718906214772467e-8,1,0.05,-0.8
0.73737374,0.45454545,1.2213869816647646e-7,1,0.05,-0.8
0.73737374,0.46464646,0,1,0.05,-0.8
0.73737374,0.47474747,0,1,0.05,-0.8
0.73737374,0.48484848,1.857650424279555e-8,1,0.05,-0.8
0.73737374,0.49494949,0,1,0.05,-0.8
0.73737374,0.50505051,1.7941083847142216e-8,1,0.05,-0.8
0.73737374,0.51515152,0,1,0.05,-0.8
0.73737374,0.52525253,1.7035440352442238e-8,1,0.05,-0.8
0.73737374,0.53535354,0,1,0.05,-0.8
0.73737374,0.54545455,1.653340495233989e-8,1,0.05,-0.8
0.73737374,0.55555556,0,1,0.05,-0.8
0.73737374,0.56565657,1.6293940173062183e-8,1,0.05,-0.8
0.73737374,0.57575758,0,1,0.05,-0.8
0.73737374,0.58585859,1.6258828819815107e-8,1,0.05,-0.8
0.73737374,0.5959596,0,1,0.05,-0.8
0.73737374,0.60606061,1.6402021685690826e-8,1,0.05,-0.8
0.73737374,0.61616162,0,1,0.05,-0.8
0.73737374,0.62626263,1.6714575246279397e-8,1,0.05,-0.8
0.73737374,0.63636364,0,1,0.05,-0.8
0.73737374,0.64646465,1.7199012451714172e-8,1,0.05,-0.8
0.73737374,0.65656566,0,1,0.05,-0.8
0.73737374,0.66666667,1.786732301917414e-8,1,0.05,-0.8
0.73737374,0.67676768,0,1,0.05,-0.8
0.73737374,0.68686869,1.8740823180732163e-8,1,0.05,-0.8
0.73737374,0.6969697,0,1,0.05,-0.8
0.73737374,0.70707071,1.9851366597512663e-8,1,0.05,-0.8
0.73737374,0.71717172,0,1,0.05,-0.8
0.73737374,0.72727273,2.1243831730515152e-8,1,0.05,-0.8
0.73737374,0.73737374,0,1,0.05,-0.8
0.73737374,0.74747475,2.2980255148077717e-8,1,0.05,-0.8
0.73737374,0.75757576,0,1,0.05,-0.8
0.73737374,0.76767677,2.5146196957623324e-8,1,0.05,-0.8
0.73737374,0.77777778,0,1,0.05,-0.8
0.73737374,0.78787879,2.7860670308882745e-8,1,0.05,-0.8
0.73737374,0.7979798,0,1,0.05,-0.8
0.73737374,0.80808081,3.129162706306948e-8,1,0.05,-0.8
0.73737374,0.81818182,0,1,0.05,-0.8
0.73737374,0.82828283,3.568090005039437e-8,1,0.05,-0.8
0.73737374,0.83838384,0,1,0.05,-0.8
0.73737374,0.84848485,4.138544010577113e-8,1,0.05,-0.8
0.73737374,0.85858586,0,1,0.05,-0.8
0.73737374,0.86868687,4.894821750602851e-8,1,0.05,-0.8
0.73737374,0.87878788,0,1,0.05,-0.8
0.73737374,0.88888889,5.9225548749394796e-8,1,0.05,-0.8
0.73737374,0.8989899,0,1,0.05,-0.8
0.73737374,0.90909091,7.362811334478794e-8,1,0.05,-0.8
0.73737374,0.91919192,0,1,0.05,-0.8
0.73737374,0.92929293,9.46071755930639e-8,1,0.05,-0.8
0.73737374,0.93939394,0,1,0.05,-0.8
0.73737374,0.94949495,1.2671532397392008e-7,1,0.05,-0.8
0.73737374,0.95959596,0,1,0.05,-0.8
0.73737374,0.96969697,1.791613361756411e-7,1,0.05,-0.8
0.73737374,0.97979798,0,1,0.05,-0.8
0.73737374,0.98989899,2.728154043308502e-7,1,0.05,-0.8
0.73737374,1,0,1,0.05,-0.8
0.74747475,0,0,-1,0.05,-0.8
0.74747475,0.01010101,1.9922407101853613e-7,1,0.05,-0.8
0.74747475,0.02020202,0,1,0.05,-0.8
0.74747475,0.03030303,4.17064719724696e-7,1,0.05,-0.8
0.74747475,0.04040404,0,1,0.05,-0.8
0.74747475,0.05050505,0,1,0.05,-0.8
0.74747475,0.06060606,6.577081773495593e-6,1,0.05,-0.8
0.74747475,0.07070707,6.5032642796022e-4,1,0.05,-0.8
0.74747475,0.08080808,0.00217339711592007,1,0.05,-0.8
0.74747475,0.09090909,0.00203140341812337,1,0.05,-0.8
0.74747475,0.1010101,0.00175185522040721,1,0.05,-0.8
0.74747475,0.11111111,0.00113574948710767,1,0.05,-0.8
0.74747475,0.12121212,2.1355622150236e-4,1,0.05,-0.8
0.74747475,0.13131313,0,1,0.05,-0.8
0.74747475,0.14141414,0,1,0.05,-0.8
0.74747475,0.15151515,3.827025388535802e-6,1,0.05,-0.8
0.74747475,0.16161616,1.7053550130494055e-7,1,0.05,-0.8
0.74747475,0.17171717,0,1,0.05,-0.8
0.74747475,0.18181818,0,1,0.05,-0.8
0.74747475,0.19191919,3.2461357884027044e-6,1,0.05,-0.8
0.74747475,0.2020202,0,1,0.05,-0.8
0.74747475,0.21212121,0,1,0.05,-0.8
0.74747475,0.22222222,0,1,0.05,-0.8
0.74747475,0.23232323,0,1,0.05,-0.8
0.74747475,0.24242424,1.351239886537689e-6,1,0.05,-0.8
0.74747475,0.25252525,1.018499153610013e-5,1,0.05,-0.8
0.74747475,0.26262626,2.0705339016192695e-5,1,0.05,-0.8
0.74747475,0.27272727,0,1,0.05,-0.8
0.74747475,0.28282828,0,1,0.05,-0.8
0.74747475,0.29292929,1.2758282709579023e-6,1,0.05,-0.8
0.74747475,0.3030303,1.872910613569797e-5,1,0.05,-0.8
0.74747475,0.31313131,1.247517601896846e-5,1,0.05,-0.8
0.74747475,0.32323232,1.1171285167317052e-5,1,0.05,-0.8
0.74747475,0.33333333,0,1,0.05,-0.8
0.74747475,0.34343434,0,1,0.05,-0.8
0.74747475,0.35353535,0,1,0.05,-0.8
0.74747475,0.36363636,2.3919709175151294e-6,1,0.05,-0.8
0.74747475,0.37373737,0,1,0.05,-0.8
0.74747475,0.38383838,2.549538231555612e-6,1,0.05,-0.8
0.74747475,0.39393939,9.00519178070406e-8,1,0.05,-0.8
0.74747475,0.4040404,0,1,0.05,-0.8
0.74747475,0.41414141,0,1,0.05,-0.8
0.74747475,0.42424242,5.149741135477457e-7,1,0.05,-0.8
0.74747475,0.43434343,1.7751227797091086e-7,1,0.05,-0.8
0.74747475,0.44444444,0,1,0.05,-0.8
0.74747475,0.45454545,0,1,0.05,-0.8
0.74747475,0.46464646,3.58372145567702e-8,1,0.05,-0.8
0.74747475,0.47474747,2.2149044061772743e-8,1,0.05,-0.8
0.74747475,0.48484848,0,1,0.05,-0.8
0.74747475,0.49494949,1.3755080240940592e-8,1,0.05,-0.8
0.74747475,0.50505051,0,1,0.05,-0.8
0.74747475,0.51515152,1.2347165115013382e-8,1,0.05,-0.8
0.74747475,0.52525253,0,1,0.05,-0.8
0.74747475,0.53535354,1.1506139400572136e-8,1,0.05,-0.8
0.74747475,0.54545455,0,1,0.05,-0.8
0.74747475,0.55555556,1.0960871863295065e-8,1,0.05,-0.8
0.74747475,0.56565657,0,1,0.05,-0.8
0.74747475,0.57575758,1.0614453309187866e-8,1,0.05,-0.8
0.74747475,0.58585859,0,1,0.05,-0.8
0.74747475,0.5959596,1.0419616675605428e-8,1,0.05,-0.8
0.74747475,0.60606061,0,1,0.05,-0.8
0.74747475,0.61616162,1.0351348308645925e-8,1,0.05,-0.8
0.74747475,0.62626263,0,1,0.05,-0.8
0.74747475,0.63636364,1.0396999086245522e-8,1,0.05,-0.8
0.74747475,0.64646465,0,1,0.05,-0.8
0.74747475,0.65656566,1.0552064986065966e-8,1,0.05,-0.8
0.74747475,0.66666667,0,1,0.05,-0.8
0.74747475,0.67676768,1.0818327471168309e-8,1,0.05,-0.8
0.74747475,0.68686869,0,1,0.05,-0.8
0.74747475,0.6969697,1.1203257029254386e-8,1,0.05,-0.8
0.74747475,0.70707071,0,1,0.05,-0.8
0.74747475,0.71717172,1.1720247852489189e-8,1,0.05,-0.8
0.74747475,0.72727273,0,1,0.05,-0.8
0.74747475,0.73737374,1.2389566082425009e-8,1,0.05,-0.8
0.74747475,0.74747475,0,1,0.05,-0.8
0.74747475,0.75757576,1.3240137607173352e-8,1,0.05,-0.8
0.74747475,0.76767677,0,1,0.05,-0.8
0.74747475,0.77777778,1.4312421823552482e-8,1,0.05,-0.8
0.74747475,0.78787879,0,1,0.05,-0.8
0.74747475,0.7979798,1.5662902297165424e-8,1,0.05,-0.8
0.74747475,0.80808081,0,1,0.05,-0.8
0.74747475,0.81818182,1.7371131692096866e-8,1,0.05,-0.8
0.74747475,0.82828283,0,1,0.05,-0.8
0.74747475,0.83838384,1.955092503629907e-8,1,0.05,-0.8
0.74747475,0.84848485,0,1,0.05,-0.8
0.74747475,0.85858586,2.236868267591063e-8,1,0.05,-0.8
0.74747475,0.86868687,0,1,0.05,-0.8
0.74747475,0.87878788,2.6074342849585765e-8,1,0.05,-0.8
0.74747475,0.88888889,0,1,0.05,-0.8
0.74747475,0.8989899,3.1055808525782635e-8,1,0.05,-0.8
0.74747475,0.90909091,0,1,0.05,-0.8
0.74747475,0.91919192,3.793918028540851e-8,1,0.05,-0.8
0.74747475,0.92929293,0,1,0.05,-0.8
0.74747475,0.93939394,4.7783655409498944e-8,1,0.05,-0.8
0.74747475,0.94949495,0,1,0.05,-0.8
0.74747475,0.95959596,6.24849966613315e-8,1,0.05,-0.8
0.74747475,0.96969697,0,1,0.05,-0.8
0.74747475,0.97979798,8.567191029614682e-8,1,0.05,-0.8
0.74747475,0.98989899,0,1,0.05,-0.8
0.74747475,1,1.2483937761151445e-7,1,0.05,-0.8
0.75757576,0,0,-1,0.05,-0.8
0.75757576,0.01010101,8.271230193510092e-8,1,0.05,-0.8
0.75757576,0.02020202,0,1,0.05,-0.8
0.75757576,0.03030303,9.202222322768914e-8,1,0.05,-0.8
0.75757576,0.04040404,0,1,0.05,-0.8
0.75757576,0.05050505,8.357055607023519e-7,1,0.05,-0.8
0.75757576,0.06060606,0,1,0.05,-0.8
0.75757576,0.07070707,1.5788413938644404e-5,1,0.05,-0.8
0.75757576,0.08080808,4.54342624332e-4,1,0.05,-0.8
0.75757576,0.09090909,4.8618762158762e-4,1,0.05,-0.8
0.75757576,0.1010101,1.6359868767468e-4,1,0.05,-0.8
0.75757576,0.11111111,1.1206792095529876e-5,1,0.05,-0.8
0.75757576,0.12121212,0,1,0.05,-0.8
0.75757576,0.13131313,2.1227307679049327e-6,1,0.05,-0.8
0.75757576,0.14141414,3.849709831241e-6,1,0.05,-0.8
0.75757576,0.15151515,0,1,0.05,-0.8
0.75757576,0.16161616,0,1,0.05,-0.8
0.75757576,0.17171717,7.656888295618263e-8,1,0.05,-0.8
0.75757576,0.18181818,1.922280115779303e-6,1,0.05,-0.8
0.75757576,0.19191919,0,1,0.05,-0.8
0.75757576,0.2020202,6.241001692196304e-6,1,0.05,-0.8
0.75757576,0.21212121,2.895321836719316e-6,1,0.05,-0.8
0.75757576,0.22222222,2.723311548000039e-6,1,0.05,-0.8
0.75757576,0.23232323,2.136426579223346e-6,1,0.05,-0.8
0.75757576,0.24242424,0,1,0.05,-0.8
0.75757576,0.25252525,0,1,0.05,-0.8
0.75757576,0.26262626,0,1,0.05,-0.8
0.75757576,0.27272727,2.821489070700854e-6,1,0.05,-0.8
0.75757576,0.28282828,4.107345923085977e-6,1,0.05,-0.8
0.75757576,0.29292929,0,1,0.05,-0.8
0.75757576,0.3030303,0,1,0.05,-0.8
0.75757576,0.31313131,0,1,0.05,-0.8
0.75757576,0.32323232,0,1,0.05,-0.8
0.75757576,0.33333333,5.0606645737965504e-6,1,0.05,-0.8
0.75757576,0.34343434,2.8973711090601733e-6,1,0.05,-0.8
0.75757576,0.35353535,6.842413730904218e-7,1,0.05,-0.8
0.75757576,0.36363636,0,1,0.05,-0.8
0.75757576,0.37373737,2.213218450803721e-6,1,0.05,-0.8
0.75757576,0.38383838,0,1,0.05,-0.8
0.75757576,0.39393939,0,1,0.05,-0.8
0.75757576,0.4040404,3.7754584235778994e-7,1,0.05,-0.8
0.75757576,0.41414141,1.1050797512821996e-6,1,0.05,-0.8
0.75757576,0.42424242,0,1,0.05,-0.8
0.75757576,0.43434343,0,1,0.05,-0.8
0.75757576,0.44444444,1.0247435226440816e-8,1,0.05,-0.8
0.75757576,0.45454545,1.446242115157718e-7,1,0.05,-0.8
0.75757576,0.46464646,0,1,0.05,-0.8
0.75757576,0.47474747,0,1,0.05,-0.8
0.75757576,0.48484848,1.3445173810054192e-9,1,0.05,-0.8
0.75757576,0.49494949,0,1,0.05,-0.8
0.75757576,0.50505051,8.73805494849833e-10,1,0.05,-0.8
0.75757576,0.51515152,0,1,0.05,-0.8
0.75757576,0.52525253,4.6763627135112517e-11,1,0.05,-0.8
0.75757576,0.53535354,2.4212434391731804e-10,1,0.05,-0.8
0.75757576,0.54545455,0,1,0.05,-0.8
0.75757576,0.55555556,6.838451932748499e-10,1,0.05,-0.8
0.75757576,0.56565657,0,1,0.05,-0.8
0.75757576,0.57575758,1.0144178443638463e-9,1,0.05,-0.8
0.75757576,0.58585859,0,1,0.05,-0.8
0.75757576,0.5959596,1.2816404958648775e-9,1,0.05,-0.8
0.75757576,0.60606061,0,1,0.05,-0.8
0.75757576,0.61616162,1.513342811568924e-9,1,0.05,-0.8
0.75757576,0.62626263,0,1,0.05,-0.8
0.75757576,0.63636364,1.727648577829789e-9,1,0.05,-0.8
0.75757576,0.64646465,0,1,0.05,-0.8
0.75757576,0.65656566,1.9376709090575953e-9,1,0.05,-0.8
0.75757576,0.66666667,0,1,0.05,-0.8
0.75757576,0.67676768,2.1539929101000995e-9,1,0.05,-0.8
0.75757576,0.68686869,0,1,0.05,-0.8
0.75757576,0.6969697,2.386203003420378e-9,1,0.05,-0.8
0.75757576,0.70707071,0,1,0.05,-0.8
0.75757576,0.71717172,2.6440088327826792e-9,1,0.05,-0.8
0.75757576,0.72727273,0,1,0.05,-0.8
0.75757576,0.73737374,2.9382150096757614e-9,1,0.05,-0.8
0.75757576,0.74747475,0,1,0.05,-0.8
0.75757576,0.75757576,3.281792355541713e-9,1,0.05,-0.8
0.75757576,0.76767677,0,1,0.05,-0.8
0.75757576,0.77777778,3.691224924363273e-9,1,0.05,-0.8
0.75757576,0.78787879,0,1,0.05,-0.8
0.75757576,0.7979798,4.1883881654313294e-9,1,0.05,-0.8
0.75757576,0.80808081,0,1,0.05,-0.8
0.75757576,0.81818182,4.8033982995826515e-9,1,0.05,-0.8
0.75757576,0.82828283,0,1,0.05,-0.8
0.75757576,0.83838384,5.579088370574748e-9,1,0.05,-0.8
0.75757576,0.84848485,0,1,0.05,-0.8
0.75757576,0.85858586,6.578435696880103e-9,1,0.05,-0.8
0.75757576,0.86868687,0,1,0.05,-0.8
0.75757576,0.87878788,7.897390056886903e-9,1,0.05,-0.8
0.75757576,0.88888889,0,1,0.05,-0.8
0.75757576,0.8989899,9.688177440672285e-9,1,0.05,-0.8
0.75757576,0.90909091,0,1,0.05,-0.8
0.75757576,0.91919192,1.2204104406973986e-8,1,0.05,-0.8
0.75757576,0.92929293,0,1,0.05,-0.8
0.75757576,0.93939394,1.589185474272076e-8,1,0.05,-0.8
0.75757576,0.94949495,0,1,0.05,-0.8
0.75757576,0.95959596,2.1598306268026236e-8,1,0.05,-0.8
0.75757576,0.96969697,0,1,0.05,-0.8
0.75757576,0.97979798,3.1086520248162355e-8,1,0.05,-0.8
0.75757576,0.98989899,0,1,0.05,-0.8
0.75757576,1,4.851577647309414e-8,1,0.05,-0.8
0.76767677,0,2.1327237078316852e-10,-1,0.05,-0.8
0.76767677,0.01010101,2.763586836712021e-9,1,0.05,-0.8
0.76767677,0.02020202,4.49215454390565e-8,1,0.05,-0.8
0.76767677,0.03030303,1.0073461198739377e-7,1,0.05,-0.8
0.76767677,0.04040404,8.742864935989095e-8,1,0.05,-0.8
0.76767677,0.05050505,0,1,0.05,-0.8
0.76767677,0.06060606,0,1,0.05,-0.8
0.76767677,0.07070707,0,1,0.05,-0.8
0.76767677,0.08080808,0,1,0.05,-0.8
0.76767677,0.09090909,0,1,0.05,-0.8
0.76767677,0.1010101,0,1,0.05,-0.8
0.76767677,0.11111111,1.6870773822588128e-6,1,0.05,-0.8
0.76767677,0.12121212,2.3655550708192715e-7,1,0.05,-0.8
0.76767677,0.13131313,0,1,0.05,-0.8
0.76767677,0.14141414,0,1,0.05,-0.8
0.76767677,0.15151515,3.998555175329983e-6,1,0.05,-0.8
0.76767677,0.16161616,2.558386103094453e-7,1,0.05,-0.8
0.76767677,0.17171717,1.0228184970243885e-7,1,0.05,-0.8
0.76767677,0.18181818,0,1,0.05,-0.8
0.76767677,0.19191919,3.4077229760958383e-6,1,0.05,-0.8
0.76767677,0.2020202,0,1,0.05,-0.8
0.76767677,0.21212121,0,1,0.05,-0.8
0.76767677,0.22222222,0,1,0.05,-0.8
0.76767677,0.23232323,0,1,0.05,-0.8
0.76767677,0.24242424,1.8978490714867143e-6,1,0.05,-0.8
0.76767677,0.25252525,1.083926914768438e-5,1,0.05,-0.8
0.76767677,0.26262626,2.171966980896575e-5,1,0.05,-0.8
0.76767677,0.27272727,0,1,0.05,-0.8
0.76767677,0.28282828,0,1,0.05,-0.8
0.76767677,0.29292929,1.0341815988051242e-6,1,0.05,-0.8
0.76767677,0.3030303,1.971384089266731e-5,1,0.05,-0.8
0.76767677,0.31313131,1.3138332230189222e-5,1,0.05,-0.8
0.76767677,0.32323232,1.1661210324528316e-5,1,0.05,-0.8
0.76767677,0.33333333,0,1,0.05,-0.8
0.76767677,0.34343434,0,1,0.05,-0.8
0.76767677,0.35353535,0,1,0.05,-0.8
0.76767677,0.36363636,2.4624831878801738e-6,1,0.05,-0.8
0.76767677,0.37373737,0,1,0.05,-0.8
0.76767677,0.38383838,2.7457630329498295e-6,1,0.05,-0.8
0.76767677,0.39393939,5.987383334621033e-8,1,0.05,-0.8
0.76767677,0.4040404,0,1,0.05,-0.8
0.76767677,0.41414141,0,1,0.05,-0.8
0.76767677,0.42424242,5.525748855333674e-7,1,0.05,-0.8
0.76767677,0.43434343,1.7968283232475593e-7,1,0.05,-0.8
0.76767677,0.44444444,0,1,0.05,-0.8
0.76767677,0.45454545,0,1,0.05,-0.8
0.76767677,0.46464646,4.7323270280683974e-8,1,0.05,-0.8
0.76767677,0.47474747,1.2644247378971866e-8,1,0.05,-0.8
0.76767677,0.48484848,0,1,0.05,-0.8
0.76767677,0.49494949,4.49706456499883e-9,1,0.05,-0.8
0.76767677,0.50505051,0,1,0.05,-0.8
0.76767677,0.51515152,3.269840764350603e-9,1,0.05,-0.8
0.76767677,0.52525253,0,1,0.05,-0.8
0.76767677,0.53535354,2.5566647682050223e-9,1,0.05,-0.8
0.76767677,0.54545455,0,1,0.05,-0.8
0.76767677,0.55555556,2.0787990468540063e-9,1,0.05,-0.8
0.76767677,0.56565657,0,1,0.05,-0.8
0.76767677,0.57575758,1.7371269991897295e-9,1,0.05,-0.8
0.76767677,0.58585859,0,1,0.05,-0.8
0.76767677,0.5959596,1.4824615263015103e-9,1,0.05,-0.8
0.76767677,0.60606061,0,1,0.05,-0.8
0.76767677,0.61616162,1.2868241890061015e-9,1,0.05,-0.8
0.76767677,0.62626263,0,1,0.05,-0.8
0.76767677,0.63636364,1.132944322954424e-9,1,0.05,-0.8
0.76767677,0.64646465,0,1,0.05,-0.8
0.76767677,0.65656566,1.00953744522278e-9,1,0.05,-0.8
0.76767677,0.66666667,0,1,0.05,-0.8
0.76767677,0.67676768,9.088961194803201e-10,1,0.05,-0.8
0.76767677,0.68686869,0,1,0.05,-0.8
0.76767677,0.6969697,8.255625514531211e-10,1,0.05,-0.8
0.76767677,0.70707071,0,1,0.05,-0.8
0.76767677,0.71717172,7.555441300252653e-10,1,0.05,-0.8
0.76767677,0.72727273,0,1,0.05,-0.8
0.76767677,0.73737374,6.95817641939607e-10,1,0.05,-0.8
0.76767677,0.74747475,0,1,0.05,-0.8
0.76767677,0.75757576,6.440065652729697e-10,1,0.05,-0.8
0.76767677,0.76767677,0,1,0.05,-0.8
0.76767677,0.77777778,5.981633834811414e-10,1,0.05,-0.8
0.76767677,0.78787879,0,1,0.05,-0.8
0.76767677,0.7979798,5.565860131374021e-10,1,0.05,-0.8
0.76767677,0.80808081,0,1,0.05,-0.8
0.76767677,0.81818182,5.176925889249785e-10,1,0.05,-0.8
0.76767677,0.82828283,0,1,0.05,-0.8
0.76767677,0.83838384,4.798717867529612e-10,1,0.05,-0.8
0.76767677,0.84848485,0,1,0.05,-0.8
0.76767677,0.85858586,4.413389995938308e-10,1,0.05,-0.8
0.76767677,0.86868687,0,1,0.05,-0.8
0.76767677,0.87878788,3.9994804101207286e-10,1,0.05,-0.8
0.76767677,0.88888889,0,1,0.05,-0.8
0.76767677,0.8989899,3.5293627332240454e-10,1,0.05,-0.8
0.76767677,0.90909091,0,1,0.05,-0.8
0.76767677,0.91919192,2.9655830020907867e-10,1,0.05,-0.8
0.76767677,0.92929293,0,1,0.05,-0.8
0.76767677,0.93939394,2.2560411279317488e-10,1,0.05,-0.8
0.76767677,0.94949495,0,1,0.05,-0.8
0.76767677,0.95959596,1.3287977643815575e-10,1,0.05,-0.8
0.76767677,0.96969697,0,1,0.05,-0.8
0.76767677,0.97979798,9.83247307564158e-12,1,0.05,-0.8
0.76767677,0.98989899,6.427382962170478e-11,1,0.05,-0.8
0.76767677,1,0,1,0.05,-0.8
0.77777778,0,0,-1,0.05,-0.8
0.77777778,0.01010101,0,1,0.05,-0.8
0.77777778,0.02020202,0,1,0.05,-0.8
0.77777778,0.03030303,0,1,0.05,-0.8
0.77777778,0.04040404,0,1,0.05,-0.8
0.77777778,0.05050505,1.8679664772395905e-7,1,0.05,-0.8
0.77777778,0.06060606,4.109330455936065e-7,1,0.05,-0.8
0.77777778,0.07070707,9.260155863717774e-7,1,0.05,-0.8
0.77777778,0.08080808,1.9166312229172214e-6,1,0.05,-0.8
0.77777778,0.09090909,2.510851487377365e-6,1,0.05,-0.8
0.77777778,0.1010101,0,1,0.05,-0.8
0.77777778,0.11111111,0,1,0.05,-0.8
0.77777778,0.12121212,1.3679883899967376e-7,1,0.05,-0.8
0.77777778,0.13131313,1.0550438315471275e-6,1,0.05,-0.8
0.77777778,0.14141414,4.297202980530453e-6,1,0.05,-0.8
